n,M_g_per_mol,weight_fraction,Mn,Mw,PDI
19412,544506.6,0.00018457563104551386,1402187.8329780614,2804347.635020272,1.9999800091434317
19425,544871.25,0.0001846512125590186,1402187.8329780614,2804347.635020272,1.9999800091434317
19439,545263.9500000001,0.00018473255012087806,1402187.8329780614,2804347.635020272,1.9999800091434317
19452,545628.6,0.00018480802410264033,1402187.8329780614,2804347.635020272,1.9999800091434317
19466,546021.3,0.00018488924591176001,1402187.8329780614,2804347.635020272,1.9999800091434317
19479,546385.9500000001,0.00018496461245587277,1402187.8329780614,2804347.635020272,1.9999800091434317
19493,546778.65,0.00018504571861354503,1402187.8329780614,2804347.635020272,1.9999800091434317
19506,547143.3,0.00018512097781402868,1402187.8329780614,2804347.635020272,1.9999800091434317
19519,547507.9500000001,0.00018519618536405773,1402187.8329780614,2804347.635020272,1.9999800091434317
19533,547900.65,0.00018527712037227781,1402187.8329780614,2804347.635020272,1.9999800091434317
19546,548265.3,0.0001853522207178401,1402187.8329780614,2804347.635020272,1.9999800091434317
19560,548658.0,0.0001854330403256404,1402187.8329780614,2804347.635020272,1.9999800091434317
19573,549022.65,0.00018550803356058446,1402187.8329780614,2804347.635020272,1.9999800091434317
19587,549415.35,0.0001855887378689933,1402187.8329780614,2804347.635020272,1.9999800091434317
19601,549808.05,0.00018566938243228141,1402187.8329780614,2804347.635020272,1.9999800091434317
19614,550172.7000000001,0.00018574421319706805,1402187.8329780614,2804347.635020272,1.9999800091434317
19628,550565.4,0.0001858247426142346,1402187.8329780614,2804347.635020272,1.9999800091434317
19641,550930.05,0.00018589946650444906,1402187.8329780614,2804347.635020272,1.9999800091434317
19655,551322.75,0.00018597988087633343,1402187.8329780614,2804347.635020272,1.9999800091434317
19668,551687.4,0.00018605449798557813,1402187.8329780614,2804347.635020272,1.9999800091434317
19682,552080.1,0.0001861347974129435,1402187.8329780614,2804347.635020272,1.9999800091434317
19696,552472.8,0.0001862150372790918,1402187.8329780614,2804347.635020272,1.9999800091434317
19709,552837.4500000001,0.00018628949241828417,1402187.8329780614,2804347.635020272,1.9999800091434317
19723,553230.15,0.0001863696174927818,1402187.8329780614,2804347.635020272,1.9999800091434317
19736,553594.8,0.00018644396608642983,1402187.8329780614,2804347.635020272,1.9999800091434317
19750,553987.5,0.00018652397646984987,1402187.8329780614,2804347.635020272,1.9999800091434317
19764,554380.2000000001,0.00018660392742339327,1402187.8329780614,2804347.635020272,1.9999800091434317
19777,554744.85,0.00018667811440415156,1402187.8329780614,2804347.635020272,1.9999800091434317
19791,555137.55,0.00018675795081919843,1402187.8329780614,2804347.635020272,1.9999800091434317
19805,555530.25,0.00018683772788343668,1402187.8329780614,2804347.635020272,1.9999800091434317
19818,555894.9,0.00018691175346633056,1402187.8329780614,2804347.635020272,1.9999800091434317
19832,556287.6,0.00018699141614447984,1402187.8329780614,2804347.635020272,1.9999800091434317
19846,556680.3,0.0001870710195508035,1402187.8329780614,2804347.635020272,1.9999800091434317
19859,557044.9500000001,0.00018714488395061183,1402187.8329780614,2804347.635020272,1.9999800091434317
19873,557437.65,0.00018722437312307998,1402187.8329780614,2804347.635020272,1.9999800091434317
19887,557830.35,0.0001873038031026131,1402187.8329780614,2804347.635020272,1.9999800091434317
19901,558223.05,0.00018738317391613004,1402187.8329780614,2804347.635020272,1.9999800091434317
19914,558587.7000000001,0.00018745682243160913,1402187.8329780614,2804347.635020272,1.9999800091434317
19928,558980.4,0.0001875360792152153,1402187.8329780614,2804347.635020272,1.9999800091434317
19942,559373.1,0.00018761527691157638,1402187.8329780614,2804347.635020272,1.9999800091434317
19956,559765.8,0.00018769441554757012,1402187.8329780614,2804347.635020272,1.9999800091434317
19970,560158.5,0.00018777349515006325,1402187.8329780614,2804347.635020272,1.9999800091434317
19983,560523.15,0.00018784687337391518,1402187.8329780614,2804347.635020272,1.9999800091434317
19997,560915.85,0.00018792583920191613,1402187.8329780614,2804347.635020272,1.9999800091434317
20011,561308.55,0.00018800474607503663,1402187.8329780614,2804347.635020272,1.9999800091434317
20025,561701.25,0.00018808359402010217,1402187.8329780614,2804347.635020272,1.9999800091434317
20039,562093.9500000001,0.00018816238306392836,1402187.8329780614,2804347.635020272,1.9999800091434317
20052,562458.6,0.0001882354916016899,1402187.8329780614,2804347.635020272,1.9999800091434317
20066,562851.3,0.00018831416712595557,1402187.8329780614,2804347.635020272,1.9999800091434317
20080,563244.0,0.00018839278382745496,1402187.8329780614,2804347.635020272,1.9999800091434317
20094,563636.7000000001,0.00018847134173295913,1402187.8329780614,2804347.635020272,1.9999800091434317
20108,564029.4,0.00018854984086923347,1402187.8329780614,2804347.635020272,1.9999800091434317
20122,564422.1,0.00018862828126303113,1402187.8329780614,2804347.635020272,1.9999800091434317
20136,564814.8,0.00018870666294109757,1402187.8329780614,2804347.635020272,1.9999800091434317
20150,565207.5,0.00018878498593016287,1402187.8329780614,2804347.635020272,1.9999800091434317
20164,565600.2000000001,0.00018886325025695087,1402187.8329780614,2804347.635020272,1.9999800091434317
20178,565992.9,0.00018894145594817446,1402187.8329780614,2804347.635020272,1.9999800091434317
20191,566357.55,0.00018901402303917353,1402187.8329780614,2804347.635020272,1.9999800091434317
20205,566750.25,0.00018909211572291823,1402187.8329780614,2804347.635020272,1.9999800091434317
20219,567142.9500000001,0.0001891701498492671,1402187.8329780614,2804347.635020272,1.9999800091434317
20233,567535.65,0.00018924812544489282,1402187.8329780614,2804347.635020272,1.9999800091434317
20247,567928.35,0.00018932604253645572,1402187.8329780614,2804347.635020272,1.9999800091434317
20261,568321.05,0.0001894039011506056,1402187.8329780614,2804347.635020272,1.9999800091434317
20275,568713.75,0.00018948170131398342,1402187.8329780614,2804347.635020272,1.9999800091434317
20289,569106.4500000001,0.000189559443053221,1402187.8329780614,2804347.635020272,1.9999800091434317
20303,569499.15,0.00018963712639493753,1402187.8329780614,2804347.635020272,1.9999800091434317
20317,569891.85,0.0001897147513657419,1402187.8329780614,2804347.635020272,1.9999800091434317
20331,570284.55,0.00018979231799223293,1402187.8329780614,2804347.635020272,1.9999800091434317
20346,570705.3,0.00018987536037792712,1402187.8329780614,2804347.635020272,1.9999800091434317
20360,571098.0,0.00018995280623291389,1402187.8329780614,2804347.635020272,1.9999800091434317
20374,571490.7000000001,0.00019003019382522065,1402187.8329780614,2804347.635020272,1.9999800091434317
20388,571883.4,0.00019010752318140585,1402187.8329780614,2804347.635020272,1.9999800091434317
20402,572276.1,0.00019018479432801494,1402187.8329780614,2804347.635020272,1.9999800091434317
20416,572668.8,0.00019026200729158597,1402187.8329780614,2804347.635020272,1.9999800091434317
20430,573061.5,0.00019033916209864476,1402187.8329780614,2804347.635020272,1.9999800091434317
20444,573454.2000000001,0.00019041625877570697,1402187.8329780614,2804347.635020272,1.9999800091434317
20458,573846.9,0.0001904932973492792,1402187.8329780614,2804347.635020272,1.9999800091434317
20472,574239.6,0.00019057027784585577,1402187.8329780614,2804347.635020272,1.9999800091434317
20487,574660.35,0.00019065269253173547,1402187.8329780614,2804347.635020272,1.9999800091434317
20501,575053.05,0.00019072955281020633,1402187.8329780614,2804347.635020272,1.9999800091434317
20515,575445.75,0.00019080635509299672,1402187.8329780614,2804347.635020272,1.9999800091434317
20529,575838.4500000001,0.00019088309940656103,1402187.8329780614,2804347.635020272,1.9999800091434317
20543,576231.15,0.0001909597857773413,1402187.8329780614,2804347.635020272,1.9999800091434317
20557,576623.85,0.00019103641423177204,1402187.8329780614,2804347.635020272,1.9999800091434317
20572,577044.6,0.00019111845190783369,1402187.8329780614,2804347.635020272,1.9999800091434317
20586,577437.3,0.00019119496047672308,1402187.8329780614,2804347.635020272,1.9999800091434317
20600,577830.0,0.00019127141121038648,1402187.8329780614,2804347.635020272,1.9999800091434317
20614,578222.7000000001,0.00019134780413521395,1402187.8329780614,2804347.635020272,1.9999800091434317
20629,578643.4500000001,0.00019142958957739012,1402187.8329780614,2804347.635020272,1.9999800091434317
20643,579036.15,0.00019150586283925346,1402187.8329780614,2804347.635020272,1.9999800091434317
20657,579428.85,0.00019158207837327563,1402187.8329780614,2804347.635020272,1.9999800091434317
20671,579821.55,0.000191658236205808,1402187.8329780614,2804347.635020272,1.9999800091434317
20686,580242.3,0.00019173976988245338,1402187.8329780614,2804347.635020272,1.9999800091434317
20700,580635.0,0.00019181580827424565,1402187.8329780614,2804347.635020272,1.9999800091434317
20714,581027.7000000001,0.0001918917890454127,1402187.8329780614,2804347.635020272,1.9999800091434317
20729,581448.4500000001,0.0001919731331031588,1402187.8329780614,2804347.635020272,1.9999800091434317
20743,581841.15,0.00019204899460099645,1402187.8329780614,2804347.635020272,1.9999800091434317
20757,582233.85,0.00019212479855898308,1402187.8329780614,2804347.635020272,1.9999800091434317
20772,582654.6,0.00019220595326362736,1402187.8329780614,2804347.635020272,1.9999800091434317
20786,583047.3,0.0001922816381154945,1402187.8329780614,2804347.635020272,1.9999800091434317
20800,583440.0,0.0001923572655081843,1402187.8329780614,2804347.635020272,1.9999800091434317
20815,583860.75,0.00019243823112521311,1402187.8329780614,2804347.635020272,1.9999800091434317
20829,584253.4500000001,0.00019251373957879619,1402187.8329780614,2804347.635020272,1.9999800091434317
20843,584646.15,0.00019258919065377769,1402187.8329780614,2804347.635020272,1.9999800091434317
20858,585066.9,0.00019266996744835902,1402187.8329780614,2804347.635020272,1.9999800091434317
20872,585459.6,0.00019274529975104785,1402187.8329780614,2804347.635020272,1.9999800091434317
20887,585880.35,0.000192825949349821,1402187.8329780614,2804347.635020272,1.9999800091434317
20901,586273.05,0.00019290116299260437,1402187.8329780614,2804347.635020272,1.9999800091434317
20916,586693.8,0.0001929816855159361,1402187.8329780614,2804347.635020272,1.9999800091434317
20930,587086.5,0.0001930567806111142,1402187.8329780614,2804347.635020272,1.9999800091434317
20944,587479.2000000001,0.00019313181851657852,1402187.8329780614,2804347.635020272,1.9999800091434317
20959,587899.9500000001,0.00019321215283905771,1402187.8329780614,2804347.635020272,1.9999800091434317
20973,588292.65,0.000193287072363262,1402187.8329780614,2804347.635020272,1.9999800091434317
20988,588713.4,0.00019336727990872723,1402187.8329780614,2804347.635020272,1.9999800091434317
21002,589106.1,0.00019344208116374586,1402187.8329780614,2804347.635020272,1.9999800091434317
21017,589526.85,0.00019352216205223012,1402187.8329780614,2804347.635020272,1.9999800091434317
21031,589919.55,0.00019359684515004723,1402187.8329780614,2804347.635020272,1.9999800091434317
21046,590340.3,0.00019367679950148468,1402187.8329780614,2804347.635020272,1.9999800091434317
21061,590761.05,0.0001937566884497557,1402187.8329780614,2804347.635020272,1.9999800091434317
21075,591153.75,0.00019383119248822468,1402187.8329780614,2804347.635020272,1.9999800091434317
21090,591574.5,0.00019391095508123496,1402187.8329780614,2804347.635020272,1.9999800091434317
21104,591967.2000000001,0.00019398534124399463,1402187.8329780614,2804347.635020272,1.9999800091434317
21119,592387.9500000001,0.00019406497760143628,1402187.8329780614,2804347.635020272,1.9999800091434317
21133,592780.65,0.00019413924600015505,1402187.8329780614,2804347.635020272,1.9999800091434317
21148,593201.4,0.00019421875624162498,1402187.8329780614,2804347.635020272,1.9999800091434317
21163,593622.15,0.00019429820129759172,1402187.8329780614,2804347.635020272,1.9999800091434317
21177,594014.85,0.0001943722912328774,1402187.8329780614,2804347.635020272,1.9999800091434317
21192,594435.6,0.00019445161035414198,1402187.8329780614,2804347.635020272,1.9999800091434317
21207,594856.35,0.0001945308643836092,1402187.8329780614,2804347.635020272,1.9999800091434317
21221,595249.05,0.00019460477611200162,1402187.8329780614,2804347.635020272,1.9999800091434317
21236,595669.8,0.00019468390438781902,1402187.8329780614,2804347.635020272,1.9999800091434317
21251,596090.55,0.00019476296766542602,1402187.8329780614,2804347.635020272,1.9999800091434317
21265,596483.25,0.00019483670144315385,1402187.8329780614,2804347.635020272,1.9999800091434317
21280,596904.0,0.0001949156391479404,1402187.8329780614,2804347.635020272,1.9999800091434317
21295,597324.75,0.000194994511947993,1402187.8329780614,2804347.635020272,1.9999800091434317
21309,597717.4500000001,0.00019506806803097103,1402187.8329780614,2804347.635020272,1.9999800091434317
21324,598138.2000000001,0.0001951468154388123,1402187.8329780614,2804347.635020272,1.9999800091434317
21339,598558.9500000001,0.00019522549803527916,1402187.8329780614,2804347.635020272,1.9999800091434317
21354,598979.7000000001,0.00019530411585217514,1402187.8329780614,2804347.635020272,1.9999800091434317
21368,599372.4,0.0001953774340637531,1402187.8329780614,2804347.635020272,1.9999800091434317
21383,599793.15,0.00019545592673027076,1402187.8329780614,2804347.635020272,1.9999800091434317
21398,600213.9,0.00019553435471042572,1402187.8329780614,2804347.635020272,1.9999800091434317
21413,600634.65,0.00019561271803596633,1402187.8329780614,2804347.635020272,1.9999800091434317
21427,601027.35,0.0001956857988349722,1402187.8329780614,2804347.635020272,1.9999800091434317
21442,601448.1,0.00019576403725157264,1402187.8329780614,2804347.635020272,1.9999800091434317
21457,601868.85,0.00019584221110661542,1402187.8329780614,2804347.635020272,1.9999800091434317
21472,602289.6,0.00019592032043179607,1402187.8329780614,2804347.635020272,1.9999800091434317
21487,602710.35,0.00019599836525880155,1402187.8329780614,2804347.635020272,1.9999800091434317
21502,603131.1,0.00019607634561930165,1402187.8329780614,2804347.635020272,1.9999800091434317
21516,603523.8,0.00019614906915391733,1402187.8329780614,2804347.635020272,1.9999800091434317
21531,603944.55,0.0001962269249689314,1402187.8329780614,2804347.635020272,1.9999800091434317
21546,604365.3,0.0001963047164102664,1402187.8329780614,2804347.635020272,1.9999800091434317
21561,604786.05,0.00019638244350953944,1402187.8329780614,2804347.635020272,1.9999800091434317
21576,605206.8,0.0001964601062983607,1402187.8329780614,2804347.635020272,1.9999800091434317
21591,605627.55,0.00019653770480832075,1402187.8329780614,2804347.635020272,1.9999800091434317
21606,606048.3,0.000196615239070999,1402187.8329780614,2804347.635020272,1.9999800091434317
21621,606469.05,0.00019669270911796137,1402187.8329780614,2804347.635020272,1.9999800091434317
21636,606889.8,0.0001967701149807636,1402187.8329780614,2804347.635020272,1.9999800091434317
21651,607310.55,0.00019684745669094417,1402187.8329780614,2804347.635020272,1.9999800091434317
21666,607731.3,0.0001969247342800297,1402187.8329780614,2804347.635020272,1.9999800091434317
21681,608152.05,0.0001970019477795364,1402187.8329780614,2804347.635020272,1.9999800091434317
21696,608572.8,0.00019707909722096144,1402187.8329780614,2804347.635020272,1.9999800091434317
21710,608965.5,0.0001971510455994488,1402187.8329780614,2804347.635020272,1.9999800091434317
21725,609386.25,0.00019722807128452828,1402187.8329780614,2804347.635020272,1.9999800091434317
21741,609835.05,0.0001973101615115754,1402187.8329780614,2804347.635020272,1.9999800091434317
21756,610255.8,0.0001973870550354308,1402187.8329780614,2804347.635020272,1.9999800091434317
21771,610676.55,0.0001974638846585117,1402187.8329780614,2804347.635020272,1.9999800091434317
21786,611097.3,0.00019754065041224325,1402187.8329780614,2804347.635020272,1.9999800091434317
21801,611518.05,0.0001976173523280331,1402187.8329780614,2804347.635020272,1.9999800091434317
21816,611938.8,0.00019769399043727823,1402187.8329780614,2804347.635020272,1.9999800091434317
21831,612359.55,0.0001977705647713591,1402187.8329780614,2804347.635020272,1.9999800091434317
21846,612780.3,0.0001978470753616482,1402187.8329780614,2804347.635020272,1.9999800091434317
21861,613201.05,0.00019792352223950088,1402187.8329780614,2804347.635020272,1.9999800091434317
21876,613621.8,0.00019799990543625914,1402187.8329780614,2804347.635020272,1.9999800091434317
21891,614042.55,0.00019807622498325722,1402187.8329780614,2804347.635020272,1.9999800091434317
21906,614463.3,0.00019815248091180823,1402187.8329780614,2804347.635020272,1.9999800091434317
21921,614884.05,0.00019822867325321972,1402187.8329780614,2804347.635020272,1.9999800091434317
21937,615332.85,0.00019830987503215478,1402187.8329780614,2804347.635020272,1.9999800091434317
21952,615753.6,0.00019838593605928567,1402187.8329780614,2804347.635020272,1.9999800091434317
21967,616174.35,0.00019846193359519557,1402187.8329780614,2804347.635020272,1.9999800091434317
21982,616595.1,0.00019853786767113163,1402187.8329780614,2804347.635020272,1.9999800091434317
21997,617015.85,0.00019861373831833742,1402187.8329780614,2804347.635020272,1.9999800091434317
22013,617464.65,0.0001986945971313122,1402187.8329780614,2804347.635020272,1.9999800091434317
22028,617885.4,0.0001987703367914034,1402187.8329780614,2804347.635020272,1.9999800091434317
22043,618306.15,0.00019884601311847896,1402187.8329780614,2804347.635020272,1.9999800091434317
22058,618726.9,0.00019892162614372288,1402187.8329780614,2804347.635020272,1.9999800091434317
22073,619147.65,0.00019899717589830728,1402187.8329780614,2804347.635020272,1.9999800091434317
22089,619596.4500000001,0.00019907769259997708,1402187.8329780614,2804347.635020272,1.9999800091434317
22104,620017.2000000001,0.00019915311169392582,1402187.8329780614,2804347.635020272,1.9999800091434317
22119,620437.9500000001,0.00019922846761272713,1402187.8329780614,2804347.635020272,1.9999800091434317
22135,620886.75,0.00019930877766146263,1402187.8329780614,2804347.635020272,1.9999800091434317
22150,621307.5,0.0001993840031168974,1402187.8329780614,2804347.635020272,1.9999800091434317
22165,621728.25,0.00019945916549257738,1402187.8329780614,2804347.635020272,1.9999800091434317
22180,622149.0,0.0001995342648195824,1402187.8329780614,2804347.635020272,1.9999800091434317
22196,622597.8,0.0001996143013097419,1402187.8329780614,2804347.635020272,1.9999800091434317
22211,623018.55,0.00019968927043458626,1402187.8329780614,2804347.635020272,1.9999800091434317
22226,623439.3,0.0001997641766059871,1402187.8329780614,2804347.635020272,1.9999800091434317
22242,623888.1,0.00019984400716841914,1402187.8329780614,2804347.635020272,1.9999800091434317
22257,624308.85,0.00019991878333433974,1402187.8329780614,2804347.635020272,1.9999800091434317
22273,624757.65,0.00019999847529489215,1402187.8329780614,2804347.635020272,1.9999800091434317
22288,625178.4,0.00020007312158773792,1402187.8329780614,2804347.635020272,1.9999800091434317
22303,625599.15,0.00020014770508627392,1402187.8329780614,2804347.635020272,1.9999800091434317
22319,626047.9500000001,0.00020022719163964364,1402187.8329780614,2804347.635020272,1.9999800091434317
22334,626468.7000000001,0.0002003016454613661,1402187.8329780614,2804347.635020272,1.9999800091434317
22350,626917.5,0.00020038099376328236,1402187.8329780614,2804347.635020272,1.9999800091434317
22365,627338.25,0.00020045531804031356,1402187.8329780614,2804347.635020272,1.9999800091434317
22381,627787.05,0.0002005345282316436,1402187.8329780614,2804347.635020272,1.9999800091434317
22396,628207.8,0.00020060872309599003,1402187.8329780614,2804347.635020272,1.9999800091434317
22411,628628.55,0.00020068285538865275,1402187.8329780614,2804347.635020272,1.9999800091434317
22427,629077.35,0.00020076186090103813,1402187.8329780614,2804347.635020272,1.9999800091434317
22442,629498.1,0.00020083586397668816,1402187.8329780614,2804347.635020272,1.9999800091434317
22458,629946.9,0.00020091473172786036,1402187.8329780614,2804347.635020272,1.9999800091434317
22473,630367.65,0.00020098860571822415,1402187.8329780614,2804347.635020272,1.9999800091434317
22489,630816.4500000001,0.00020106733584863162,1402187.8329780614,2804347.635020272,1.9999800091434317
22505,631265.25,0.00020114599500387683,1402187.8329780614,2804347.635020272,1.9999800091434317
22520,631686.0,0.0002012196735352823,1402187.8329780614,2804347.635020272,1.9999800091434317
22536,632134.8,0.00020129819528246496,1402187.8329780614,2804347.635020272,1.9999800091434317
22551,632555.55,0.00020137174505951725,1402187.8329780614,2804347.635020272,1.9999800091434317
22567,633004.35,0.0002014501295387765,1402187.8329780614,2804347.635020272,1.9999800091434317
22582,633425.1,0.0002015235506928006,1402187.8329780614,2804347.635020272,1.9999800091434317
22598,633873.9,0.00020160179804415697,1402187.8329780614,2804347.635020272,1.9999800091434317
22614,634322.7000000001,0.00020167997467456634,1402187.8329780614,2804347.635020272,1.9999800091434317
22629,634743.4500000001,0.00020175320106971686,1402187.8329780614,2804347.635020272,1.9999800091434317
22645,635192.25,0.000201831240784282,1402187.8329780614,2804347.635020272,1.9999800091434317
22661,635641.05,0.00020190920988727684,1402187.8329780614,2804347.635020272,1.9999800091434317
22676,636061.8,0.00020198224182477116,1402187.8329780614,2804347.635020272,1.9999800091434317
22692,636510.6,0.00020206007422370173,1402187.8329780614,2804347.635020272,1.9999800091434317
22708,636959.4,0.00020213783612029823,1402187.8329780614,2804347.635020272,1.9999800091434317
22723,637380.15,0.00020221067390095544,1402187.8329780614,2804347.635020272,1.9999800091434317
22739,637828.9500000001,0.00020228829930499042,1402187.8329780614,2804347.635020272,1.9999800091434317
22755,638277.75,0.00020236585431578115,1402187.8329780614,2804347.635020272,1.9999800091434317
22770,638698.5,0.00020243849824003166,1402187.8329780614,2804347.635020272,1.9999800091434317
22786,639147.3,0.00020251591696948776,1402187.8329780614,2804347.635020272,1.9999800091434317
22802,639596.1,0.00020259326541465018,1402187.8329780614,2804347.635020272,1.9999800091434317
22818,640044.9,0.00020267054361257293,1402187.8329780614,2804347.635020272,1.9999800091434317
22833,640465.65,0.00020274292815730276,1402187.8329780614,2804347.635020272,1.9999800091434317
22849,640914.4500000001,0.0002028200703565918,1402187.8329780614,2804347.635020272,1.9999800091434317
22865,641363.25,0.0002028971424173982,1402187.8329780614,2804347.635020272,1.9999800091434317
22881,641812.05,0.00020297414437671682,1402187.8329780614,2804347.635020272,1.9999800091434317
22897,642260.85,0.00020305107627151907,1402187.8329780614,2804347.635020272,1.9999800091434317
22912,642681.6,0.00020312313632295289,1402187.8329780614,2804347.635020272,1.9999800091434317
22928,643130.4,0.00020319993257291715,1402187.8329780614,2804347.635020272,1.9999800091434317
22944,643579.2000000001,0.000203276658866885,1402187.8329780614,2804347.635020272,1.9999800091434317
22960,644028.0,0.0002033533152417657,1402187.8329780614,2804347.635020272,1.9999800091434317
22976,644476.8,0.0002034299017344543,1402187.8329780614,2804347.635020272,1.9999800091434317
22992,644925.6,0.0002035064183818285,1402187.8329780614,2804347.635020272,1.9999800091434317
23008,645374.4,0.0002035828652207467,1402187.8329780614,2804347.635020272,1.9999800091434317
23023,645795.15,0.00020365447076474048,1402187.8329780614,2804347.635020272,1.9999800091434317
23039,646243.9500000001,0.00020373078245460987,1402187.8329780614,2804347.635020272,1.9999800091434317
23055,646692.75,0.0002038070244442079,1402187.8329780614,2804347.635020272,1.9999800091434317
23071,647141.55,0.0002038831967703301,1402187.8329780614,2804347.635020272,1.9999800091434317
23087,647590.35,0.00020395929946975583,1402187.8329780614,2804347.635020272,1.9999800091434317
23103,648039.15,0.00020403533257924906,1402187.8329780614,2804347.635020272,1.9999800091434317
23119,648487.9500000001,0.00020411129613555421,1402187.8329780614,2804347.635020272,1.9999800091434317
23135,648936.75,0.0002041871901754048,1402187.8329780614,2804347.635020272,1.9999800091434317
23151,649385.55,0.0002042630147355128,1402187.8329780614,2804347.635020272,1.9999800091434317
23167,649834.35,0.00020433876985257685,1402187.8329780614,2804347.635020272,1.9999800091434317
23183,650283.15,0.00020441445556327692,1402187.8329780614,2804347.635020272,1.9999800091434317
23199,650731.9500000001,0.00020449007190427845,1402187.8329780614,2804347.635020272,1.9999800091434317
23215,651180.75,0.00020456561891223066,1402187.8329780614,2804347.635020272,1.9999800091434317
23231,651629.55,0.00020464109662376458,1402187.8329780614,2804347.635020272,1.9999800091434317
23247,652078.35,0.00020471650507549632,1402187.8329780614,2804347.635020272,1.9999800091434317
23263,652527.15,0.00020479184430402533,1402187.8329780614,2804347.635020272,1.9999800091434317
23279,652975.9500000001,0.00020486711434593557,1402187.8329780614,2804347.635020272,1.9999800091434317
23295,653424.75,0.00020494231523779242,1402187.8329780614,2804347.635020272,1.9999800091434317
23312,653901.6,0.00020502214045834427,1402187.8329780614,2804347.635020272,1.9999800091434317
23328,654350.4,0.00020509719884363273,1402187.8329780614,2804347.635020272,1.9999800091434317
23344,654799.2000000001,0.00020517218819075412,1402187.8329780614,2804347.635020272,1.9999800091434317
23360,655248.0,0.00020524710853620653,1402187.8329780614,2804347.635020272,1.9999800091434317
23376,655696.8,0.00020532195991647517,1402187.8329780614,2804347.635020272,1.9999800091434317
23392,656145.6,0.00020539674236802954,1402187.8329780614,2804347.635020272,1.9999800091434317
23408,656594.4,0.00020547145592731862,1402187.8329780614,2804347.635020272,1.9999800091434317
23425,657071.25,0.00020555076363934903,1402187.8329780614,2804347.635020272,1.9999800091434317
23441,657520.05,0.00020562533522339637,1402187.8329780614,2804347.635020272,1.9999800091434317
23457,657968.85,0.00020569983802671315,1402187.8329780614,2804347.635020272,1.9999800091434317
23473,658417.65,0.00020577427208568128,1402187.8329780614,2804347.635020272,1.9999800091434317
23489,658866.4500000001,0.00020584863743667437,1402187.8329780614,2804347.635020272,1.9999800091434317
23506,659343.3,0.00020592757537922122,1402187.8329780614,2804347.635020272,1.9999800091434317
23522,659792.1,0.0002060017991348038,1402187.8329780614,2804347.635020272,1.9999800091434317
23538,660240.9,0.0002060759542936901,1402187.8329780614,2804347.635020272,1.9999800091434317
23554,660689.7000000001,0.0002061500408921833,1402187.8329780614,2804347.635020272,1.9999800091434317
23571,661166.55,0.00020622868282183388,1402187.8329780614,2804347.635020272,1.9999800091434317
23587,661615.35,0.0002063026281291004,1402187.8329780614,2804347.635020272,1.9999800091434317
23603,662064.15,0.0002063765049870521,1402187.8329780614,2804347.635020272,1.9999800091434317
23620,662541.0,0.00020645492418903163,1402187.8329780614,2804347.635020272,1.9999800091434317
23636,662989.8,0.00020652865998469996,1402187.8329780614,2804347.635020272,1.9999800091434317
23652,663438.6,0.00020660232744198088,1402187.8329780614,2804347.635020272,1.9999800091434317
23669,663915.4500000001,0.00020668052427723287,1402187.8329780614,2804347.635020272,1.9999800091434317
23685,664364.25,0.00020675405090086013,1402187.8329780614,2804347.635020272,1.9999800091434317
23701,664813.05,0.0002068275092968737,1402187.8329780614,2804347.635020272,1.9999800091434317
23718,665289.9,0.000206905484125852,1402187.8329780614,2804347.635020272,1.9999800091434317
23734,665738.7000000001,0.00020697880191652954,1402187.8329780614,2804347.635020272,1.9999800091434317
23750,666187.5,0.00020705205159021698,1402187.8329780614,2804347.635020272,1.9999800091434317
23767,666664.35,0.00020712980477287913,1402187.8329780614,2804347.635020272,1.9999800091434317
23783,667113.15,0.00020720291406923526,1402187.8329780614,2804347.635020272,1.9999800091434317
23800,667590.0,0.00020728051818248472,1402187.8329780614,2804347.635020272,1.9999800091434317
23816,668038.8,0.000207353487254888,1402187.8329780614,2804347.635020272,1.9999800091434317
23833,668515.65,0.00020743094246161232,1402187.8329780614,2804347.635020272,1.9999800091434317
23849,668964.4500000001,0.00020750377146330082,1402187.8329780614,2804347.635020272,1.9999800091434317
23866,669441.3,0.00020758107792624017,1402187.8329780614,2804347.635020272,1.9999800091434317
23882,669890.1,0.00020765376701030957,1402187.8329780614,2804347.635020272,1.9999800091434317
23899,670366.9500000001,0.00020773092489205478,1402187.8329780614,2804347.635020272,1.9999800091434317
23915,670815.75,0.00020780347421146052,1402187.8329780614,2804347.635020272,1.9999800091434317
23932,671292.6,0.00020788048367445142,1402187.8329780614,2804347.635020272,1.9999800091434317
23948,671741.4,0.00020795289338200606,1402187.8329780614,2804347.635020272,1.9999800091434317
23965,672218.25,0.00020802975458853294,1402187.8329780614,2804347.635020272,1.9999800091434317
23981,672667.05,0.00020810202483691084,1402187.8329780614,2804347.635020272,1.9999800091434317
23998,673143.9,0.00020817873794911354,1402187.8329780614,2804347.635020272,1.9999800091434317
24014,673592.7000000001,0.0002082508688908483,1402187.8329780614,2804347.635020272,1.9999800091434317
24031,674069.55,0.00020832743407071962,1402187.8329780614,2804347.635020272,1.9999800091434317
24048,674546.4,0.00020840392310619596,1402187.8329780614,2804347.635020272,1.9999800091434317
24064,674995.2000000001,0.0002084758432675816,1402187.8329780614,2804347.635020272,1.9999800091434317
24081,675472.05,0.0002085521846158824,1402187.8329780614,2804347.635020272,1.9999800091434317
24097,675920.85,0.00020862396585364675,1402187.8329780614,2804347.635020272,1.9999800091434317
