n,M_g_per_mol,weight_fraction,Mn,Mw,PDI
307,8611.35,4.277844386535247e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
308,8639.4,4.291692878385888e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
309,8667.45,4.30554081446165e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
310,8695.5,4.3193881947792185e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
311,8723.550000000001,4.333235019355263e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
312,8751.6,4.3470812882064975e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
313,8779.65,4.36092700134956e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
314,8807.7,4.374772158801219e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
315,8835.75,4.388616760578108e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
316,8863.800000000001,4.402460806696939e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
317,8891.85,4.416304297174464e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
318,8919.9,4.430147232027265e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
319,8947.95,4.443989611272092e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
320,8976.0,4.457831434925616e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
321,9004.050000000001,4.4716727030045525e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
322,9032.1,4.485513415525537e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
323,9060.15,4.499353572505337e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
324,9088.2,4.513193173960575e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
325,9116.25,4.527032219907978e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
326,9144.300000000001,4.540870710364237e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
327,9172.35,4.5547086453459584e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
328,9200.4,4.5685460248699135e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
329,9228.45,4.5823828489527545e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
330,9256.5,4.596219117611206e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
331,9284.550000000001,4.6100548308618916e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
332,9312.6,4.623889988721537e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
333,9340.65,4.6377245912068e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
334,9368.7,4.651558638334417e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
335,9396.75,4.665392130120967e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
336,9424.800000000001,4.679225066583213e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
337,9452.85,4.693057447737838e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
338,9480.9,4.706889273601501e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
339,9508.95,4.720720544190915e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
340,9537.0,4.73455125952269e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
341,9565.050000000001,4.7483814196135845e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
342,9593.1,4.762211024480228e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
343,9621.15,4.776040074139325e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
344,9649.2,4.7898685686075445e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
345,9677.25,4.803696507901571e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
346,9705.300000000001,4.8175238920380384e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
347,9733.35,4.831350721033681e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
348,9761.4,4.845176994905199e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
349,9789.45,4.859002713669181e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
350,9817.5,4.87282787734241e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
351,9845.550000000001,4.886652485941433e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
352,9873.6,4.900476539483044e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
353,9901.65,4.9143000379838615e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
354,9929.7,4.928122981460564e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
355,9957.75,4.941945369929806e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
356,9985.800000000001,4.955767203408319e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
357,10013.85,4.969588481912708e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
358,10041.9,4.983409205459689e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
359,10069.95,4.997229374065974e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
360,10098.0,5.011048987748099e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
361,10126.050000000001,5.024868046522868e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
362,10154.1,5.0386865504069005e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
363,10182.15,5.052504499416895e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
364,10210.2,5.066321893569444e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
365,10238.25,5.0801387328813295e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
366,10266.300000000001,5.0939550173691484e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
367,10294.35,5.107770747049555e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
368,10322.4,5.121585921939278e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
369,10350.45,5.135400542054961e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
370,10378.5,5.14921460741322e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
371,10406.550000000001,5.163028118030791e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
372,10434.6,5.176841073924338e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
373,10462.65,5.190653475110477e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
374,10490.7,5.204465321605893e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
375,10518.75,5.2182766134272725e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
376,10546.800000000001,5.2320873505912615e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
377,10574.85,5.245897533114546e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
378,10602.9,5.259707161013735e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
379,10630.95,5.2735162343056e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
380,10659.0,5.2873247530067e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
381,10687.050000000001,5.301132717133702e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
382,10715.1,5.3149401267033285e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
383,10743.15,5.328746981732193e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
384,10771.2,5.34255328223699e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
385,10799.25,5.356359028234372e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
386,10827.300000000001,5.370164219740942e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
387,10855.35,5.3839688567734556e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
388,10883.4,5.3977729393485045e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
389,10911.45,5.411576467482797e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
390,10939.5,5.425379441192958e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
391,10967.550000000001,5.439181860495652e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
392,10995.6,5.452983725407498e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
393,11023.65,5.466785035945218e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
394,11051.7,5.480585792125441e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
395,11079.75,5.494385993964818e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
396,11107.800000000001,5.508185641480026e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
397,11135.85,5.521984734687685e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
398,11163.9,5.53578327360447e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
399,11191.95,5.549581258247053e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
400,11220.0,5.563378688632089e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
401,11248.050000000001,5.57717556477614e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
402,11276.1,5.590971886695962e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
403,11304.15,5.604767654408214e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
404,11332.2,5.618562867929497e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
405,11360.25,5.632357527276465e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
406,11388.300000000001,5.64615163246578e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
407,11416.35,5.659945183514084e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
408,11444.4,5.673738180438094e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
409,11472.45,5.687530623254358e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
410,11500.5,5.701322511979595e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
411,11528.550000000001,5.715113846630417e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
412,11556.6,5.728904627223538e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
413,11584.65,5.742694853775478e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
414,11612.7,5.7564845263029895e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
415,11640.75,5.770273644822656e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
416,11668.800000000001,5.784062209351246e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
417,11696.85,5.797850219905247e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
418,11724.9,5.811637676501455e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
419,11752.95,5.825424579156354e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
420,11781.0,5.839210927886715e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
421,11809.050000000001,5.852996722709149e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
422,11837.1,5.866781963640276e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
423,11865.15,5.880566650696754e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
424,11893.2,5.894350783895274e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
425,11921.25,5.908134363252361e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
426,11949.300000000001,5.921917388784775e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
427,11977.35,5.935699860509123e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
428,12005.4,5.949481778442039e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
429,12033.45,5.963263142600157e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
430,12061.5,5.977043953000093e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
431,12089.550000000001,5.990824209658559e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
432,12117.6,6.004603912592112e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
433,12145.65,6.018383061817489e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
434,12173.7,6.032161657351214e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
435,12201.75,6.045939699210038e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
436,12229.800000000001,6.059717187410513e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
437,12257.85,6.073494121969345e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
438,12285.9,6.0872705029030854e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
439,12313.95,6.101046330228475e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
440,12342.0,6.114821603962021e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
441,12370.050000000001,6.12859632412048e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
442,12398.1,6.14237049072042e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
443,12426.15,6.1561441037785315e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
444,12454.2,6.169917163311405e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
445,12482.25,6.183689669335699e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
446,12510.300000000001,6.197461621868014e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
447,12538.35,6.211233020924965e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
448,12566.4,6.225003866523276e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
449,12594.45,6.238774158679497e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
450,12622.5,6.252543897410308e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
451,12650.550000000001,6.266313082732292e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
452,12678.6,6.280081714662129e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
453,12706.65,6.2938497932164215e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
454,12734.7,6.3076173184117816e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
455,12762.75,6.321384290264915e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
456,12790.800000000001,6.335150708792373e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
457,12818.85,6.348916574010796e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
458,12846.9,6.36268188593685e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
459,12874.95,6.376446644587144e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
460,12903.0,6.390210849978292e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
461,12931.050000000001,6.403974502126919e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
462,12959.1,6.417737601049683e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
463,12987.15,6.4315001467631535e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
464,13015.2,6.445262139284043e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
465,13043.25,6.4590235786288424e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
466,13071.300000000001,6.472784464814367e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
467,13099.35,6.486544797857061e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
468,13127.4,6.500304577773653e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
469,13155.45,6.51406380458073e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
470,13183.5,6.527822478294885e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
471,13211.550000000001,6.5415805989328775e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
472,13239.6,6.555338166511142e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
473,13267.65,6.569095181046384e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
474,13295.7,6.582851642555249e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
475,13323.75,6.596607551054355e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
476,13351.800000000001,6.610362906560269e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
477,13379.85,6.6241177090896165e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
478,13407.9,6.6378719586590735e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
479,13435.95,6.651625655285209e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
480,13464.0,6.665378798984737e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
481,13492.050000000001,6.679131389774109e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
482,13520.1,6.692883427670112e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
483,13548.15,6.706634912689227e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
484,13576.2,6.7203858448481535e-06,1402187.8329780614,2804347.635020272,1.9999800091434317
